Mes;Dia;Hora;Ta;Global;Difusa
12;6;16;9.2;86;24
12;7;8;-0.01;51;40
12;7;9;1.74;105;99
12;7;10;5.09;252;174
12;7;11;7.41;418;122
12;7;12;8.94;466;95
12;7;13;10.19;444;83
12;7;14;10.99;366;68
12;7;15;11.23;234;58
12;7;16;10.55;51;42
12;8;8;6.36;44;38
12;8;9;6.91;239;37
12;8;10;8.92;367;53
12;8;11;10.32;415;121
12;8;12;11.3;377;201
12;8;13;11.68;138;138
12;8;14;11.71;107;107
12;8;15;11.75;211;89
12;8;16;11.29;68;40
12;9;8;9.08;48;38
12;9;9;9.4;133;111
12;9;10;11.23;278;160
12;9;11;12.21;141;141
12;9;12;13.14;264;224
12;9;13;13.48;316;211
12;9;14;13.21;236;177
12;9;15;13.28;191;105
12;9;16;12.72;57;42
12;10;8;9.13;28;27
12;10;9;9.4;30;30
12;10;10;9.83;70;70
12;10;11;10.28;134;134
12;10;12;10.8;113;113
12;10;13;10.6;75;75
12;10;14;10.32;100;100
12;10;15;10.41;50;50
12;10;16;10.38;33;32
12;11;8;5.68;70;20
12;11;9;5.7;170;105
12;11;10;6.43;360;53
12;11;11;7.26;445;60
12;11;12;7.97;480;56
12;11;13;8.67;417;118
12;11;14;8.86;317;132
12;11;15;8.7;146;116
12;11;16;8.09;30;30
12;12;8;-1.52;64;25
12;12;9;0.71;220;50
12;12;10;2.89;361;45
12;12;11;4.77;448;50
12;12;12;6.33;483;45
12;12;13;7.52;447;65
12;12;14;8.29;365;60
12;12;15;8.56;236;52
12;12;16;8.19;81;29
12;13;8;0.75;57;29
12;13;9;2.6;214;58
12;13;10;5.53;350;63
12;13;11;7.03;439;64
12;13;12;8.5;479;50
12;13;13;9.45;436;82
12;13;14;9.92;357;75
12;13;15;10.14;231;61
12;13;16;9.38;83;27
12;14;8;7.63;7;7
12;14;9;8.17;65;65
12;14;10;8.74;33;33
12;14;11;9.62;48;48
12;14;12;9.99;41;41
12;14;13;10.76;73;73
12;14;14;10.97;48;48
12;14;15;10.97;65;65
12;14;16;10.75;26;26
12;15;8;7.95;31;28
12;15;9;8.57;130;105
12;15;10;9.22;101;101
12;15;11;9.85;87;87
12;15;12;10.48;153;152
12;15;13;11.55;203;190
12;15;14;11.68;184;165
12;15;15;11.59;97;94
12;15;16;10.91;12;12
12;16;8;-1.33;53;27
12;16;9;1.37;209;55
12;16;10;5.11;348;56
12;16;11;7.1;437;59
12;16;12;8.04;471;60
12;16;13;8.86;411;121
12;16;14;9.55;354;77
12;16;15;9.67;236;52
12;16;16;9.23;82;28
12;17;8;-1.69;52;25
12;17;9;0.16;205;58
12;17;10;4.18;343;63
12;17;11;6.37;433;64
12;17;12;7.53;468;66
12;17;13;8.33;439;74
12;17;14;8.83;366;56
12;17;15;8.96;237;53
12;17;16;8.61;82;30
12;18;8;-1.16;50;26
12;18;9;1.01;205;54
12;18;10;4.86;339;65
12;18;11;6.88;430;68
12;18;12;8.27;467;65
12;18;13;9.38;439;74
12;18;14;10.02;362;63
12;18;15;10.29;236;55
12;18;16;9.76;88;24
12;19;8;2.3;48;25
12;19;9;3.73;200;59
12;19;10;7.54;336;68
12;19;11;9.69;427;73
12;19;12;10.7;461;75
12;19;13;11.42;436;78
12;19;14;11.78;361;68
12;19;15;11.76;237;55
12;19;16;10.89;84;30
12;20;8;-0.57;48;25
12;20;9;1.94;206;49
12;20;10;6.1;340;58
12;20;11;8.76;426;73
12;20;12;10.37;464;71
12;20;13;11.53;436;78
12;20;14;12.24;353;81
12;20;15;12.31;228;68
12;20;16;11.64;84;32
12;21;8;0.33;46;24
12;21;9;2.55;199;57
12;21;10;7.07;336;65
12;21;11;9.34;425;72
12;21;12;10.98;466;66
12;21;13;12.08;437;78
12;21;14;12.71;362;68
12;21;15;12.88;240;53
12;21;16;12.33;85;32
12;22;8;-0.53;45;24
12;22;9;2.14;200;54
12;22;10;6.94;337;62
12;22;11;10.5;422;76
12;22;12;12.27;453;89
12;22;13;13.36;457;36
12;22;14;13.96;364;64
12;22;15;14.03;241;53
12;22;16;13.17;87;32
12;23;8;0;43;24
12;23;9;2.32;198;55
12;23;10;6.84;334;65
12;23;11;9.17;426;68
12;23;12;10.73;461;75
12;23;13;11.77;435;82
12;23;14;12.31;371;53
12;23;15;12.35;242;53
12;23;16;11.47;88;32
12;24;8;1.82;39;25
12;24;9;3.69;178;77
12;24;10;5.88;286;128
12;24;11;7.69;289;204
12;24;12;9.3;277;223
12;24;13;10.44;376;165
12;24;14;10.99;366;64
12;24;15;11.08;242;55
12;24;16;10.47;88;33
12;25;8;0.31;21;20
12;25;9;1.91;36;36
12;25;10;4.7;112;111
12;25;11;6.43;68;68
12;25;12;7.27;138;138
12;25;13;8.21;174;170
12;25;14;8.39;43;43
12;25;15;8.63;97;94
12;25;16;8.59;45;42
12;26;8;4.2;31;24
12;26;9;4.37;100;91
12;26;10;5.47;163;149
12;26;11;6.19;49;49
12;26;12;6.35;94;94
12;26;13;6.63;370;172
12;26;14;7.1;337;114
12;26;15;7.61;168;121
12;26;16;7.07;41;39
12;27;8;6.31;38;22
12;27;9;6.65;206;35
12;27;10;7.74;321;83
12;27;11;8.64;426;68
12;27;12;9.63;467;65
12;27;13;10.46;400;141
12;27;14;10.6;346;103
12;27;15;10.42;119;110
12;27;16;9.86;76;47
12;28;8;8.89;17;17
12;28;9;9.32;110;95
12;28;10;10.05;210;163
12;28;11;10.55;303;200
12;28;12;10.98;321;221
12;28;13;10.98;189;181
12;28;14;11.55;268;175
12;28;15;11.74;198;111
12;28;16;11.71;86;43
12;29;8;7.08;30;23
12;29;9;8.76;87;83
12;29;10;10.67;129;126
12;29;11;11.81;181;173
12;29;12;12.35;374;194
12;29;13;12.73;323;208
12;29;14;13.05;319;141
12;29;15;13.23;227;88
12;29;16;13.2;90;42
12;30;8;7.4;20;19
12;30;9;7.49;90;85
12;30;10;9.13;134;130
12;30;11;10.49;212;192
12;30;12;11.63;185;180
12;30;13;12.51;321;209
12;30;14;13.15;216;180
12;30;15;13.32;230;87
12;30;16;12.93;102;31
12;31;8;5.53;38;21
12;31;9;5.57;190;59
12;31;10;8.34;56;56
12;31;11;9.64;357;167
12;31;12;10.41;191;185
12;31;13;10.53;71;71
12;31;14;10.78;90;90
12;31;15;10.88;92;91
12;31;16;9.46;35;35
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;;;;
;;; 90 = E) (degree);;
;;;;;
;;;;;
;;; 2001-2023;;
