Mes;Dia;Hora;Ta;Global;Difusa
6;19;14;25.02;877;189
6;19;15;25.08;769;154
6;19;16;24.84;604;145
6;19;17;24.52;410;133
6;19;18;23.55;192;115
6;19;19;22.37;18;18
6;20;5;16.71;12;12
6;20;6;16.67;116;91
6;20;7;18.19;345;118
6;20;8;20.11;418;258
6;20;9;21.91;708;157
6;20;10;23.09;803;236
6;20;11;24.33;737;417
6;20;12;25.02;687;470
6;20;13;25.88;700;453
6;20;14;26.53;699;392
6;20;15;26.82;694;259
6;20;16;27;587;166
6;20;17;26.5;197;186
6;20;18;25.9;180;120
6;20;19;24.96;33;33
6;21;5;17.34;12;12
6;21;6;17.19;172;67
6;21;7;18.64;363;104
6;21;8;20.8;555;127
6;21;9;22.51;729;142
6;21;10;23.6;869;151
6;21;11;24.8;957;165
6;21;12;25.59;991;179
6;21;13;26.28;978;167
6;21;14;27.05;893;180
6;21;15;27.3;780;154
6;21;16;27.21;613;144
6;21;17;27.31;413;139
6;21;18;26.8;239;82
6;21;19;25.97;34;34
6;22;5;16.6;11;11
6;22;6;17.2;118;91
6;22;7;19.17;373;78
6;22;8;21.4;525;160
6;22;9;23.46;707;163
6;22;10;25.5;867;134
6;22;11;27.17;935;186
6;22;12;28.66;941;242
6;22;13;29.76;709;452
6;22;14;30.57;824;270
6;22;15;31.02;661;301
6;22;16;31.15;582;180
6;22;17;30.88;286;216
6;22;18;30.26;242;72
6;22;19;28.79;36;36
6;23;5;21.01;10;10
6;23;6;20.77;169;67
6;23;7;20.7;348;114
6;23;8;23.78;499;193
6;23;9;25.86;700;176
6;23;10;27.32;840;185
6;23;11;28.48;936;185
6;23;12;29.5;889;319
6;23;13;30.36;999;105
6;23;14;30.97;874;197
6;23;15;31.18;524;379
6;23;16;31.2;468;288
6;23;17;30.83;312;213
6;23;18;30.03;203;113
6;23;19;29.03;38;38
6;24;5;18.97;8;8
6;24;6;19.57;53;53
6;24;7;21.7;213;177
6;24;8;23.47;509;167
6;24;9;25.02;576;304
6;24;10;26.53;512;413
6;24;11;27.51;854;287
6;24;12;28.02;952;198
6;24;13;28.96;843;332
6;24;14;29.73;864;190
6;24;15;30.03;750;170
6;24;16;29.89;570;185
6;24;17;29.25;405;134
6;24;18;28.49;223;93
6;24;19;26.94;38;38
6;25;6;19.33;159;69
6;25;7;20.91;235;178
6;25;8;22.75;525;139
6;25;9;24.71;685;170
6;25;10;26.38;828;170
6;25;11;27.93;914;186
6;25;12;29.4;958;180
6;25;13;30.6;935;188
6;25;14;31.61;864;181
6;25;15;32.34;754;156
6;25;16;32.46;586;157
6;25;17;32.24;417;116
6;25;18;31.56;229;85
6;25;19;30.38;37;37
6;26;6;22.69;158;71
6;26;7;22.87;341;110
6;26;8;24.86;532;128
6;26;9;26.38;703;144
6;26;10;27.82;841;154
6;26;11;29.24;928;168
6;26;12;30.56;972;160
6;26;13;31.69;950;169
6;26;14;32.61;873;173
6;26;15;33.12;758;156
6;26;16;33.16;596;146
6;26;17;32.83;419;115
6;26;18;32.12;227;89
6;26;19;30.61;38;38
6;27;6;20.88;152;76
6;27;7;23.88;337;117
6;27;8;26.06;526;142
6;27;9;27.87;695;163
6;27;10;29.68;836;169
6;27;11;31.47;928;177
6;27;12;33.03;967;179
6;27;13;34.38;950;178
6;27;14;35.3;869;190
6;27;15;35.62;759;163
6;27;16;35.43;587;167
6;27;17;34.69;416;125
6;27;18;33.62;223;95
6;27;19;32.11;38;38
6;28;6;21.53;149;78
6;28;7;25.27;333;123
6;28;8;27.97;524;151
6;28;9;30.25;665;215
6;28;10;32.51;841;169
6;28;11;34.61;923;194
6;28;12;36.43;968;189
6;28;13;38;946;197
6;28;14;39.38;880;181
6;28;15;40.37;756;177
6;28;16;40.96;588;171
6;28;17;39.81;410;137
6;28;18;39.4;153;123
6;28;19;37.92;39;39
6;29;6;23.14;152;75
6;29;7;25.99;343;112
6;29;8;29.12;533;137
6;29;9;31.09;704;156
6;29;10;32.97;847;161
6;29;11;34.68;935;176
6;29;12;36.04;986;159
6;29;13;37.11;963;167
6;29;14;37.92;881;180
6;29;15;38.4;762;170
6;29;16;38.4;593;166
6;29;17;38;407;143
6;29;18;37.28;209;111
6;29;19;36.46;39;39
6;30;6;23.48;148;76
6;30;7;25.67;337;113
6;30;8;27.73;525;141
6;30;9;29.66;699;156
6;30;10;31.45;841;160
6;30;11;32.92;924;185
6;30;12;34.11;975;169
6;30;13;35.08;948;187
6;30;14;35.78;882;172
6;30;15;36.19;762;162
6;30;16;37.26;597;157
6;30;17;35.56;419;126
6;30;18;33.86;224;97
6;30;19;32.16;39;39
7;1;6;13.44;162;62
7;1;7;11.74;359;85
7;1;8;18.66;547;115
7;1;9;20.21;719;134
7;1;10;21.67;860;143
7;1;11;23.04;965;127
7;1;12;24.44;1002;139
7;1;13;25.54;985;138
7;1;14;26.55;908;146
7;1;15;27.06;798;114
7;1;16;27.26;637;102
7;1;17;27.11;446;93
7;1;18;26.62;251;69
7;1;19;25.52;34;34
7;2;6;16.19;157;65
7;2;7;17.86;356;88
7;2;8;19.82;531;139
7;2;9;21.91;718;134
7;2;10;23.81;859;143
7;2;11;25.55;939;177
7;2;12;26.99;990;159
7;2;13;28.26;985;138
7;2;14;29.29;917;126
7;2;15;29.92;794;123
7;2;16;30.17;630;115
7;2;17;30;441;101
7;2;18;29.43;239;85
7;2;19;28.4;37;37
7;3;6;17.37;156;65
7;3;7;20.67;349;97
7;3;8;25.13;520;152
7;3;9;27.42;713;141
7;3;10;29.28;863;134
7;3;11;30.65;927;195
7;3;12;31.4;995;149
7;3;13;32.28;937;224
7;3;14;32.73;838;258
7;3;15;32.88;768;169
7;3;16;32.91;606;155
7;3;17;32.55;398;159
7;3;18;31.82;217;105
7;3;19;30.22;35;35
7;4;6;18.92;157;62
7;4;7;21.42;349;94
7;4;8;23.04;543;115
7;4;9;24.77;715;134
7;4;10;26.54;862;134
7;4;11;28.21;958;137
7;4;12;29.52;1000;139
7;4;13;30.33;979;149
7;4;14;30.71;907;145
7;4;15;30.78;785;139
7;4;16;30.53;623;127
7;4;17;29.93;433;112
7;4;18;29.09;241;81
7;4;19;27.49;36;36
7;5;6;17.02;160;57
7;5;7;18.76;351;87
7;5;8;20.27;550;98
7;5;9;21.87;726;112
7;5;10;23.52;870;115
7;5;11;25.05;968;117
7;5;12;26.39;1010;116
7;5;13;27.38;994;116
7;5;14;28.09;916;126
7;5;15;28.52;789;131
7;5;16;28.66;626;121
7;5;17;28.35;443;97
7;5;18;27.65;246;74
7;5;19;26.05;33;33
7;6;6;15.26;158;56
7;6;7;18.4;348;91
7;6;8;20.73;543;109
7;6;9;22.26;717;127
7;6;10;23.78;855;143
7;6;11;25.3;951;147
7;6;12;26.7;999;139
7;6;13;27.78;978;149
7;6;14;28.51;906;145
7;6;15;28.74;793;123
7;6;16;28.92;626;121
7;6;17;28.35;442;96
7;6;18;27.71;245;74
7;6;19;26.72;32;32
7;7;6;18;158;54
7;7;7;19.92;348;87
7;7;8;21.89;544;103
7;7;9;23.67;715;126
7;7;10;25.34;859;134
7;7;11;26.78;956;138
7;7;12;27.98;1004;128
7;7;13;28.87;983;138
7;7;14;29.4;911;136
7;7;15;29.55;788;130
7;7;16;29.3;629;115
7;7;17;28.65;439;100
7;7;18;27.61;245;74
7;7;19;26.22;34;34
7;8;6;16.95;154;57
7;8;7;18.28;343;93
7;8;8;20.91;537;114
7;8;9;22.75;698;153
7;8;10;24.53;857;133
7;8;11;26.35;950;148
7;8;12;28.01;992;149
7;8;13;29.35;972;159
7;8;14;30.26;905;145
7;8;15;30.67;783;138
7;8;16;30.67;622;127
7;8;17;30.28;437;105
7;8;18;29.48;244;74
7;8;19;28.05;32;32
7;9;6;19.84;153;57
7;9;7;20.41;341;93
7;9;8;22.87;535;113
7;9;9;24.71;713;127
7;9;10;26.25;852;143
7;9;11;27.59;949;148
7;9;12;28.77;997;139
7;9;13;29.77;982;138
7;9;14;30.49;910;136
7;9;15;30.83;787;130
7;9;16;30.8;624;120
7;9;17;30.35;436;104
7;9;18;29.54;241;77
7;9;19;27.97;34;34
7;10;6;16.32;151;56
7;10;7;18.24;339;92
7;10;8;19.9;531;119
7;10;9;21.74;708;134
7;10;10;23.54;851;143
7;10;11;25.21;948;148
7;10;12;26.65;991;150
7;10;13;27.68;976;149
7;10;14;28.45;919;116
7;10;15;28.8;795;114
7;10;16;28.8;627;114
7;10;17;28.43;440;96
7;10;18;27.67;244;72
7;10;19;26.66;31;31
7;11;6;18.7;147;59
7;11;7;18.94;336;95
7;11;8;21.25;529;118
7;11;9;23.09;706;133
7;11;10;24.79;849;142
7;11;11;26.3;952;137
7;11;12;27.53;990;149
7;11;13;28.47;975;148
7;11;14;28.74;904;145
7;11;15;28.86;782;139
7;11;16;28.54;613;138
7;11;17;28.12;423;123
7;11;18;27.39;238;79
7;11;19;26.16;33;33
7;12;6;15.25;146;57
7;12;7;19;336;92
7;12;8;22.32;531;114
7;12;9;24.37;708;126
7;12;10;26.14;853;134
7;12;11;27.8;956;127
7;12;12;29.31;1000;128
7;12;13;30.56;985;128
7;12;14;31.49;918;116
7;12;15;32.01;790;123
7;12;16;32.15;629;108
7;12;17;31.86;438;96
7;12;18;31.09;242;71
7;12;19;29.42;32;32
7;13;6;17.34;145;55
7;13;7;19.54;334;92
7;13;8;24.4;526;118
7;13;9;26.77;703;133
7;13;10;28.79;838;160
7;13;11;30.45;934;166
7;13;12;31.77;977;169
7;13;13;32.66;968;158
7;13;14;33.2;892;163
7;13;15;33.32;772;154
7;13;16;33.11;608;144
7;13;17;32.54;423;118
7;13;18;31.6;227;89
7;13;19;30.1;35;35
7;14;6;20.21;142;56
7;14;7;20.33;334;89
7;14;8;21.99;533;103
7;14;9;23.59;709;119
7;14;10;25.19;846;143
7;14;11;26.86;949;137
7;14;12;28.34;992;138
7;14;13;29.5;978;138
7;14;14;30.32;906;135
7;14;15;30.75;780;139
7;14;16;30.73;614;132
7;14;17;30.29;432;104
7;14;18;29.3;235;78
7;14;19;27.78;32;32
7;15;6;14.83;141;55
7;15;7;18.19;328;94
7;15;8;21.45;523;118
7;15;9;23.58;696;140
7;15;10;25.44;835;159
7;15;11;27.05;932;166
7;15;12;28.45;975;169
7;15;13;29.64;961;168
7;15;14;30.6;891;164
7;15;15;31.23;779;139
7;15;16;31.5;616;126
7;15;17;31.38;428;107
7;15;18;30.65;233;77
7;15;19;29.5;32;32
7;16;6;19.95;106;74
7;16;7;21.38;273;149
7;16;8;23.13;456;203
7;16;9;24.92;702;126
7;16;10;26.94;838;150
7;16;11;28.91;941;147
7;16;12;30.71;985;149
7;16;13;32.13;971;148
7;16;14;33.16;900;145
7;16;15;33.77;778;138
7;16;16;33.99;619;121
7;16;17;33.8;429;103
7;16;18;33.11;232;77
7;16;19;31.86;32;32
7;17;6;22.26;133;58
7;17;7;23.89;323;96
7;17;8;25.59;513;127
7;17;9;27.57;685;152
7;17;10;29.64;837;151
7;17;11;31.52;935;157
7;17;12;33.11;973;169
7;17;13;34.31;965;159
7;17;14;35.13;889;163
7;17;15;35.61;777;138
7;17;16;35.73;611;132
7;17;17;35.4;423;110
7;17;18;34.42;231;78
7;17;19;33.01;31;31
7;18;6;21.86;132;57
7;18;7;24.56;321;96
7;18;8;27.09;514;122
7;18;9;29.09;695;132
7;18;10;31.1;840;142
7;18;11;33.07;939;147
7;18;12;34.78;983;149
7;18;13;36;969;148
7;18;14;36.33;898;145
7;18;15;36.57;771;145
7;18;16;36.45;613;126
7;18;17;35.97;420;114
7;18;18;35.06;225;81
7;18;19;33.33;31;31
7;19;6;20.69;126;59
7;19;7;23.57;313;102
7;19;8;28.22;509;126
7;19;9;31.34;690;139
7;19;10;33.33;834;150
7;19;11;35.07;938;147
7;19;12;36.36;977;160
7;19;13;37.16;957;168
7;19;14;37.47;892;154
7;19;15;37.44;762;161
7;19;16;37.07;598;148
7;19;17;36.38;409;127
7;19;18;35.34;215;90
7;19;19;33.58;30;30
7;20;6;21.89;124;58
7;20;7;22.62;311;102
7;20;8;25.43;510;121
7;20;9;27.3;688;139
7;20;10;29.23;828;158
7;20;11;30.85;931;156
7;20;12;32.17;975;159
7;20;13;33.05;962;159
7;20;14;33.65;891;154
7;20;15;33.87;769;146
7;20;16;33.72;607;132
7;20;17;33.07;421;106
7;20;18;32.23;226;76
7;20;19;31.17;28;28
7;21;6;21.17;128;53
7;21;7;23.15;316;92
7;21;8;25.38;514;112
7;21;9;27.2;690;132
7;21;10;28.96;840;133
7;21;11;30.51;945;127
7;21;12;31.75;985;138
7;21;13;32.4;971;138
7;21;14;32.75;899;135
7;21;15;32.71;772;138
7;21;16;32.73;609;126
7;21;17;32.36;422;103
7;21;18;31.54;220;80
7;21;19;30.82;28;28
7;22;6;20.65;127;49
7;22;7;22.2;314;92
7;22;8;24.95;504;126
7;22;9;27.05;685;139
7;22;10;28.89;825;158
7;22;11;30.54;923;165
7;22;12;31.97;946;207
7;22;13;33.08;938;197
7;22;14;33.97;883;162
7;22;15;34.46;758;160
7;22;16;34.55;601;137
7;22;17;34.09;416;110
7;22;18;33.03;220;79
7;22;19;31.9;28;28
7;23;6;21.55;123;51
7;23;7;23.09;313;89
7;23;8;25.27;510;112
7;23;9;27.15;687;132
7;23;10;29.12;828;150
7;23;11;31.02;932;146
7;23;12;32.62;982;138
7;23;13;33.79;963;148
7;23;14;34.61;892;145
7;23;15;35.04;769;138
7;23;16;35.09;609;120
7;23;17;34.73;421;99
7;23;18;33.8;223;72
7;23;19;32.43;27;27
7;24;6;20.91;116;54
7;24;7;22.07;303;101
7;24;8;23.82;497;130
7;24;9;25.65;677;145
7;24;10;27.57;817;166
7;24;11;29.67;926;157
7;24;12;31.58;965;169
7;24;13;32.83;946;177
7;24;14;33.56;881;163
7;24;15;34.24;755;160
7;24;16;34.38;591;148
7;24;17;34.17;405;119
7;24;18;33.39;214;81
7;24;19;31.48;27;27
7;25;6;24.29;98;64
7;25;7;24.67;104;103
7;25;8;26.61;430;208
7;25;9;28.37;572;278
7;25;10;29.91;654;360
7;25;11;31.05;758;378
7;25;12;31.54;964;169
7;25;13;32.2;950;168
7;25;14;33.02;860;197
7;25;15;33.27;288;283
7;25;16;33.32;159;159
7;25;17;33;37;37
7;25;18;31.64;19;19
7;25;19;31.06;13;13
7;26;6;20.69;110;56
7;26;7;22.64;298;99
7;26;8;24.77;493;129
7;26;9;26.74;674;145
7;26;10;28.91;819;158
7;26;11;30.82;918;166
7;26;12;32.25;973;149
7;26;13;33.09;959;148
7;26;14;33.81;883;154
7;26;15;32.51;747;166
7;26;16;33.28;54;54
7;26;17;31.27;37;37
7;26;18;29.9;40;40
7;26;19;29.21;25;25
7;27;6;22.19;103;58
7;27;7;21.23;291;105
7;27;8;23.4;494;125
7;27;9;25.24;679;131
7;27;10;26.95;822;150
7;27;11;28.44;931;136
7;27;12;29.47;971;148
7;27;13;30.15;952;158
7;27;14;30.29;881;153
7;27;15;29.89;750;160
7;27;16;30.13;501;248
7;27;17;29.73;63;63
7;27;18;29.1;207;79
7;27;19;26.63;21;21
7;28;6;19.48;107;52
7;28;7;20.93;292;101
7;28;8;22.84;497;115
7;28;9;24.28;677;131
7;28;10;25.32;824;141
7;28;11;26.57;930;137
7;28;12;27.75;970;149
7;28;13;28.22;956;148
7;28;14;28.97;884;144
7;28;15;29.61;748;159
7;28;16;29.4;541;204
7;28;17;28.88;390;127
7;28;18;28.22;205;79
7;28;19;27.32;23;23
7;29;6;21.34;107;49
7;29;7;22.08;298;89
7;29;8;24.13;500;106
7;29;9;26.14;679;125
7;29;10;27.73;823;141
7;29;11;29.03;933;127
7;29;12;30.18;974;139
7;29;13;31.1;960;138
7;29;14;31.82;887;135
7;29;15;32.18;763;129
7;29;16;32.26;594;124
7;29;17;31.94;404;105
7;29;18;31.18;207;73
7;29;19;29.8;21;21
7;30;6;18.61;104;49
7;30;7;20.55;293;94
7;30;8;25.44;493;115
7;30;9;28.04;674;132
7;30;10;30.01;821;141
7;30;11;31.36;922;147
7;30;12;32.47;967;149
7;30;13;33.35;963;127
7;30;14;34;886;135
7;30;15;34.35;769;113
7;30;16;34.38;602;108
7;30;17;34.02;403;100
7;30;18;33.27;208;68
7;30;19;31.84;20;20
7;31;6;23.12;105;47
7;31;7;23.36;292;91
7;31;8;25.88;493;110
7;31;9;28.35;672;132
7;31;10;30.13;810;157
7;31;11;31.63;915;156
7;31;12;32.94;955;169
7;31;13;33.93;946;158
7;31;14;34.6;879;144
7;31;15;34.92;751;145
7;31;16;34.27;580;141
7;31;17;33.14;392;114
7;31;18;32.01;198;75
7;31;19;30.89;19;19
8;1;6;18.47;106;44
8;1;7;17.34;297;79
8;1;8;21.79;491;105
8;1;9;23.62;676;109
8;1;10;25.41;742;251
8;1;11;26.82;533;440
8;1;12;27.47;848;317
8;1;13;27.12;912;202
8;1;14;26.81;862;160
8;1;15;25.42;765;105
8;1;16;25.04;591;112
8;1;17;24.66;399;96
8;1;18;24.2;203;67
8;1;19;23.54;19;19
8;2;6;17.21;104;43
8;2;7;17.32;294;78
8;2;8;20.05;486;109
8;2;9;22.04;642;167
8;2;10;23.65;819;123
8;2;11;25.12;920;125
8;2;12;26.46;961;137
8;2;13;27.64;814;337
8;2;14;28.53;766;300
8;2;15;29.06;758;112
8;2;16;29.15;522;208
8;2;17;28.79;411;72
8;2;18;27.91;120;101
8;2;19;26.21;10;10
8;3;7;19.59;292;78
8;3;8;22.85;481;113
8;3;9;24.73;669;117
8;3;10;26.43;817;122
8;3;11;27.95;919;126
8;3;12;29.35;969;116
8;3;13;30.48;950;126
8;3;14;31.3;868;143
8;3;15;31.82;744;135
8;3;16;31.89;583;118
8;3;17;31.54;360;142
8;3;18;30.63;203;58
8;3;19;29.22;17;17
8;4;6;17.13;76;54
8;4;7;19.57;265;109
8;4;8;24.19;484;104
8;4;9;27.12;652;142
8;4;10;29.21;824;105
8;4;11;30.92;922;116
8;4;12;32.34;967;115
8;4;13;33.41;953;116
8;4;14;34;861;152
8;4;15;34.32;725;163
8;4;16;34.34;564;143
8;4;17;34;387;103
8;4;18;33.25;193;67
8;4;19;31.61;15;15
8;5;6;18.98;93;45
8;5;7;21.17;279;88
8;5;8;26.18;446;158
8;5;9;28.94;665;117
8;5;10;30.88;813;122
8;5;11;32.3;905;145
8;5;12;33.37;966;116
8;5;13;34.05;936;146
8;5;14;34.38;864;143
8;5;15;34.13;739;135
8;5;16;33.97;571;128
8;5;17;33.57;382;105
8;5;18;32.77;188;69
8;5;19;31.75;13;13
8;6;6;20.72;91;43
8;6;7;22.2;280;84
8;6;8;24.86;480;104
8;6;9;26.64;666;110
8;6;10;28.21;811;122
8;6;11;29.6;918;116
8;6;12;30.8;974;95
8;6;13;31.71;888;225
8;6;14;32.33;880;106
8;6;15;32.4;717;170
8;6;16;32.32;562;138
8;6;17;31.77;373;114
8;6;18;30.84;140;97
8;6;19;29.53;10;10
8;7;6;21.5;90;41
8;7;7;21.59;279;82
8;7;8;23.42;478;104
8;7;9;25.29;660;116
8;7;10;27.08;809;122
8;7;11;28.61;896;153
8;7;12;29.81;941;156
8;7;13;30.74;947;116
8;7;14;31.36;850;160
8;7;15;31.68;710;176
8;7;16;31.52;566;128
8;7;17;30.79;372;111
8;7;18;29.73;182;67
8;7;19;28.44;10;10
8;8;6;19.42;86;42
8;8;7;20.51;273;85
8;8;8;23.15;450;143
8;8;9;25.12;651;129
8;8;10;26.78;781;170
8;8;11;28.2;894;153
8;8;12;29.37;924;185
8;8;13;30.27;894;210
8;8;14;30.84;852;151
8;8;15;31.16;720;156
8;8;16;30.89;358;281
8;8;17;30.27;366;112
8;8;18;29.21;172;74
8;9;6;17.98;84;40
8;9;7;20.2;271;85
8;9;8;22.25;473;104
8;9;9;23.86;660;110
8;9;10;25.61;805;122
8;9;11;26.84;917;106
8;9;12;27.3;942;146
8;9;13;27.85;902;192
8;9;14;27.89;458;401
8;9;15;27.56;705;176
8;9;16;27.49;536;164
8;9;17;27.58;277;184
8;9;18;27.27;182;57
8;10;6;19.84;78;42
8;10;7;20.71;264;90
8;10;8;22.08;463;116
8;10;9;23.64;643;135
8;10;10;25.32;795;139
8;10;11;27.07;895;144
8;10;12;28.56;940;146
8;10;13;29.95;920;155
8;10;14;30.92;838;168
8;10;15;31.23;730;127
8;10;16;31.11;303;266
8;10;17;30.62;73;73
8;10;18;28.11;88;81
8;11;6;19.96;80;39
8;11;7;20.82;266;84
8;11;8;22.59;463;112
8;11;9;24.3;648;122
8;11;10;26.36;801;122
8;11;11;27.76;913;106
8;11;12;28.97;958;105
8;11;13;29.63;933;126
8;11;14;30.16;859;125
8;11;15;30.71;731;119
8;11;16;31.35;560;116
8;11;17;31.17;367;97
8;11;18;30.67;171;63
8;12;6;21;77;39
8;12;7;22.26;263;83
8;12;8;24.43;466;103
8;12;9;26.5;649;115
8;12;10;28.54;803;114
8;12;11;29.97;911;106
8;12;12;31.04;951;116
8;12;13;32.34;931;126
8;12;14;32.94;851;133
8;12;15;33.15;725;127
8;12;16;33.21;557;116
8;12;17;32.81;330;139
8;12;18;32.13;118;89
8;13;6;21.87;74;39
8;13;7;23.16;206;130
8;13;8;25.55;441;138
8;13;9;27.4;302;282
8;13;10;29.35;729;235
8;13;11;30.94;874;171
8;13;12;32.26;939;137
8;13;13;33.29;517;438
8;13;14;33.79;794;226
8;13;15;33.84;270;266
8;13;16;33.73;393;269
8;13;17;32.16;32;32
8;13;18;31.29;70;68
8;14;6;19.8;76;34
8;14;7;21.67;258;82
8;14;8;25.04;461;103
8;14;9;27.23;645;116
8;14;10;29.02;799;114
8;14;11;30.81;901;115
8;14;12;32.05;946;116
8;14;13;32.98;935;105
8;14;14;33.69;859;105
8;14;15;33.94;730;104
8;14;16;33.96;556;105
8;14;17;33.76;358;92
8;14;18;32.99;161;59
8;17;6;19.95;63;36
8;17;7;22.37;255;76
8;17;8;26.46;436;129
8;17;9;28.94;583;200
8;17;10;31.02;762;168
8;17;11;32.91;851;196
8;17;12;34.37;929;136
8;17;13;35.5;918;126
8;17;14;36.03;841;124
8;17;15;36.25;716;112
8;17;16;35.97;542;109
8;17;17;35.52;341;99
8;17;18;34.79;109;80
8;18;6;21.17;57;36
8;18;7;23.14;213;115
8;18;8;25.75;163;161
8;18;9;28.8;374;308
8;18;10;30.13;705;248
8;18;11;31.93;802;266
8;18;12;33.34;936;116
8;18;13;33.87;924;106
8;18;14;34.63;843;115
8;18;15;34.6;716;104
8;18;16;34.65;538;109
8;18;17;34.18;335;101
8;18;18;33.45;135;65
8;19;6;20.27;59;32
8;19;7;21.92;40;40
8;19;8;26.45;429;132
8;19;9;28.86;609;156
8;19;10;30.88;762;161
8;19;11;32.73;875;144
8;19;12;34.02;939;106
8;19;13;34.86;926;96
8;19;14;35.4;849;97
8;19;15;35.63;720;89
8;19;16;35.57;537;104
8;19;17;35.13;335;96
8;19;18;34.28;136;60
8;20;6;22.94;57;33
8;20;7;21.59;238;87
8;20;8;26.22;431;124
8;20;9;28.79;610;150
8;20;10;31;755;168
8;20;11;32.65;863;161
8;20;12;33.73;921;136
8;20;13;34.41;914;116
8;20;14;34.9;836;115
8;20;15;35.12;709;104
8;20;16;34.95;533;103
8;20;17;34.41;336;87
8;20;18;33.5;136;55
8;21;6;18.44;56;30
8;21;7;19.71;236;84
8;21;8;24.77;445;97
8;21;9;27.94;631;108
8;21;10;29.92;774;130
8;21;11;31.57;879;125
8;21;12;33;913;145
8;21;13;34.04;901;135
8;21;14;34.67;820;141
8;21;15;34.93;690;132
8;21;16;34.82;521;118
8;21;17;34.38;325;97
8;21;18;33.49;131;55
8;22;6;18.97;53;29
8;22;7;20.94;238;79
8;22;8;25.72;443;97
8;22;9;28.58;622;121
8;22;10;30.87;771;130
8;22;11;32.82;872;134
8;22;12;34.29;911;146
8;22;13;35.22;888;154
8;22;14;35.79;812;149
8;22;15;36.03;683;139
8;22;16;36.02;514;123
8;22;17;35.68;319;99
8;22;18;34.99;124;56
8;23;6;20.08;49;29
8;23;7;21.8;232;81
8;23;8;26.26;431;112
8;23;9;29.4;619;120
8;23;10;31.56;765;138
8;23;11;33.38;869;134
8;23;12;34.68;903;155
8;23;13;35.52;890;145
8;23;14;35.97;808;148
8;23;15;36.21;679;138
8;23;16;36.11;507;127
8;23;17;35.72;311;103
8;23;18;34.84;120;56
8;24;6;20.49;52;26
8;24;7;21.51;223;88
8;24;8;24;451;73
8;24;9;25.94;517;251
8;24;10;27.72;630;312
8;24;11;29.2;825;208
8;24;12;30.32;875;199
8;24;13;30.9;786;299
8;24;14;31.3;617;367
8;24;15;31.27;335;307
8;24;16;30.57;262;237
8;24;17;29.65;155;144
8;24;18;28.67;99;63
8;25;6;19.8;49;25
8;25;7;19.43;228;79
8;25;8;20.55;428;108
8;25;9;21.94;601;143
8;25;10;23.56;755;145
8;25;11;24.96;855;152
8;25;12;26.3;887;173
8;25;13;27.16;874;163
8;25;14;27.65;797;156
8;25;15;27.81;660;157
8;25;16;27.81;504;117
8;25;17;27.55;307;94
8;25;18;26.71;105;57
8;26;6;20.37;45;26
8;26;7;19.98;228;75
8;26;8;21.67;425;107
8;26;9;23.81;605;132
8;26;10;25.84;748;152
8;26;11;27.5;852;152
8;26;12;28.79;884;172
8;26;13;29.8;865;170
8;26;14;30.52;793;156
8;26;15;30.9;667;137
8;26;16;30.86;497;121
8;26;17;30.37;304;91
8;26;18;29.29;111;47
8;27;6;16.93;42;25
8;27;7;17.88;226;75
8;27;8;23.12;420;111
8;27;9;26.58;602;131
8;27;10;28.73;741;158
8;27;11;30.42;849;152
8;27;12;31.67;876;181
8;27;13;32.56;862;170
8;27;14;33.17;789;155
8;27;15;33.49;663;137
8;27;16;33.46;492;120
8;27;17;32.98;300;90
8;27;18;31.84;106;48
8;28;6;18.41;39;24
8;28;7;19;222;76
8;28;8;24.33;422;103
8;28;9;27.98;606;120
8;28;10;30.25;751;137
8;28;11;32.02;855;134
8;28;12;33.36;883;163
8;28;13;34.31;868;152
8;28;14;34.97;794;139
8;28;15;35.18;662;130
8;28;16;34.94;493;111
8;28;17;34.17;297;87
8;28;18;32.86;102;46
8;29;6;21.36;37;23
8;29;7;22.13;215;80
8;29;8;24.3;415;110
8;29;9;26.15;594;137
8;29;10;28.07;736;158
8;29;11;30;838;159
8;29;12;31.68;865;189
8;29;13;33.02;850;178
8;29;14;33.82;773;170
8;29;15;34.12;651;143
8;29;16;34;475;131
8;29;17;33.24;279;103
8;29;18;32.21;96;47
8;30;6;22.04;34;22
8;30;7;22.69;210;82
8;30;8;25.65;410;113
8;30;9;28.03;581;152
8;30;10;30.07;729;165
8;30;11;31.91;831;168
8;30;12;33.33;857;197
8;30;13;34.51;847;178
8;30;14;35.26;769;170
8;30;15;35.39;643;148
8;30;16;35.07;473;127
8;30;17;34.38;279;96
8;30;18;33.23;89;46
8;31;6;20.88;29;22
8;31;7;22.22;192;97
8;31;8;25.43;407;113
8;31;9;27.64;588;136
8;31;10;29.72;730;157
8;31;11;31.75;832;159
8;31;12;33.19;863;179
8;31;13;34.17;843;177
8;31;14;34.82;769;162
8;31;15;35.13;642;142
8;31;16;34.64;463;134
8;31;17;33.64;288;76
8;31;18;32.65;87;44
9;1;6;20.71;23;19
9;1;7;19.71;211;73
9;1;8;24.12;409;104
9;1;9;28.3;601;104
9;1;10;31.04;747;118
9;1;11;33.02;847;121
9;1;12;34.32;893;113
9;1;13;35.2;858;140
9;1;14;35.72;777;135
9;1;15;35.93;644;126
9;1;16;35.71;464;123
9;1;17;35.06;276;85
9;1;18;33.79;81;43
9;2;6;22.57;22;19
9;2;7;21.42;191;89
9;2;8;24.56;390;125
9;2;9;28.37;579;138
9;2;10;30.5;728;147
